iter	Logloss
0	0.605201286
1	0.529707108
2	0.4645788762
3	0.4086539028
4	0.3611361207
5	0.3208782136
6	0.2864807966
7	0.2570532973
8	0.2316892872
9	0.2101538809
10	0.1918111277
11	0.1759237964
12	0.1623439926
13	0.1506797298
14	0.1406433165
15	0.1309916908
16	0.1234467049
17	0.1169427782
18	0.111318174
19	0.1062575483
20	0.1019792451
21	0.09815374356
22	0.09470803365
23	0.09175372834
24	0.08912577665
25	0.08678646745
26	0.0848066269
27	0.08174750878
28	0.07979128174
29	0.07812818074
30	0.07678120967
31	0.07565858368
32	0.07365678753
33	0.07238795879
34	0.07166776007
35	0.07107362071
36	0.07039259115
37	0.06989744548
38	0.06946243636
39	0.06910982471
40	0.06793895722
41	0.06697167854
42	0.0666402566
43	0.06611618371
44	0.06580604153
45	0.06509125304
46	0.06443277413
47	0.06426349871
48	0.06414449336
49	0.06355315827
50	0.06342649993
51	0.06298222428
52	0.06269472715
53	0.06256781594
54	0.06247211413
55	0.06239459033
56	0.06198086463
57	0.06163582603
58	0.0615891957
59	0.06151721552
60	0.06141327314
61	0.06134206376
62	0.06127560302
63	0.06122567064
64	0.06092571599
65	0.06089717416
66	0.06084529094
67	0.06079493775
68	0.06075739688
69	0.06069505929
70	0.06066508075
71	0.06033210299
72	0.06030320102
73	0.06027826247
74	0.06025198873
75	0.06023268479
76	0.05999653696
77	0.05997074665
78	0.05993517074
79	0.05993134787
80	0.05990030812
81	0.05987517293
82	0.05979281568
83	0.05976924751
84	0.05973990856
85	0.05972655036
86	0.05945480188
87	0.05941048011
88	0.05938543008
89	0.05936529506
90	0.05936173324
91	0.05934679829
92	0.05925134732
93	0.05905771465
94	0.05903861994
95	0.05885510926
96	0.05883197965
97	0.05878106543
98	0.05871407766
99	0.05862563538
100	0.05861062315
101	0.05858547969
102	0.0585655615
103	0.05849351776
104	0.05845803604
105	0.05840892405
106	0.05824715378
107	0.0582323944
108	0.05819796521
109	0.05810209628
110	0.05793421766
111	0.05787451871
112	0.05783289504
113	0.05778536324
114	0.05764050682
115	0.05761434486
116	0.05753513698
117	0.05747214518
118	0.05731456073
119	0.05726092048
120	0.05722198546
121	0.05721311946
122	0.05718099891
123	0.05711241899
124	0.05709577639
125	0.05705559707
126	0.05701423501
127	0.05693429592
128	0.05690492254
129	0.05673635849
130	0.05667464118
131	0.05662637087
132	0.0564716933
133	0.05642325535
134	0.056414886
135	0.05635872866
136	0.05633309814
137	0.05630984628
138	0.05623956455
139	0.05618827642
140	0.05614606925
141	0.05612179164
142	0.05599033033
143	0.05591681805
144	0.05584903959
145	0.05578090104
146	0.05575923628
147	0.05566882701
148	0.05559261774
149	0.05557050761
150	0.05553513964
151	0.05548641262
152	0.05541839531
153	0.05535800691
154	0.05531234722
155	0.05523082743
156	0.05513088308
157	0.05509255718
158	0.05505698034
159	0.05501248057
160	0.05490022163
161	0.05482981118
162	0.05478862485
163	0.05470916126
164	0.05462769707
165	0.05457326209
166	0.05452846467
167	0.05445180801
168	0.05437741346
169	0.05427117901
170	0.05422412747
171	0.05419997712
172	0.05412342712
173	0.05406624655
174	0.05398570376
175	0.05397129454
176	0.05392817707
177	0.0538471566
178	0.05377860945
179	0.05370444685
180	0.0536206967
181	0.05354527204
182	0.05351694556
183	0.05346252055
184	0.05339233832
185	0.05333880717
186	0.05329044633
187	0.05318696506
188	0.05316766959
189	0.05306665481
190	0.05300029358
191	0.05298107261
192	0.05289577674
193	0.05284965498
194	0.05277522723
195	0.05272042549
196	0.05268777175
197	0.0526175511
198	0.05252041418
199	0.05248558518
200	0.0523489692
201	0.05232240811
202	0.05230195219
203	0.05223785299
204	0.05218818473
205	0.05214506495
206	0.05205320696
207	0.05200396628
208	0.05193677199
209	0.05187437772
210	0.05179789889
211	0.05175797114
212	0.05172896954
213	0.05166591489
214	0.05163951439
215	0.05157042121
216	0.05154705018
217	0.05150045774
218	0.05147538062
219	0.05140460159
220	0.05134505464
221	0.05130033742
222	0.05125892488
223	0.05123881928
224	0.05118675286
225	0.05114466044
226	0.05112666883
227	0.05105009442
228	0.05096214273
229	0.05089799344
230	0.05085511378
231	0.05081421686
232	0.05075937099
233	0.05071567434
234	0.05067664454
235	0.05064622577
236	0.05060811539
237	0.05055309932
238	0.05052492782
239	0.05050692148
240	0.05045126594
241	0.05042852099
242	0.05039627835
243	0.05033302514
244	0.05025003941
245	0.05018886987
246	0.05013963121
247	0.05005799278
248	0.04999624635
249	0.04991510906
250	0.04987700275
251	0.04982470242
252	0.04978230001
253	0.04972799305
254	0.04968332268
255	0.04964307329
256	0.04957227456
257	0.04954629888
258	0.04947335613
259	0.04940127616
260	0.04934457526
261	0.04928114664
262	0.04926193433
263	0.04922924459
264	0.04917779178
265	0.04908117646
266	0.04905989791
267	0.04902208158
268	0.04897924201
269	0.04893033687
270	0.04888132301
271	0.04883185559
272	0.04880980414
273	0.04875578533
274	0.04873816209
275	0.04871406211
276	0.04865414946
277	0.04864207201
278	0.04860715173
279	0.04847744888
280	0.04839256503
281	0.04835352727
282	0.04830162205
283	0.0482515184
284	0.04822648269
285	0.0481673652
286	0.0481350553
287	0.04809274962
288	0.04805823479
289	0.04803851906
290	0.04800022819
291	0.04796737828
292	0.047900339
293	0.04788389537
294	0.04782663257
295	0.04773938201
296	0.04761420669
297	0.04753474098
298	0.04751303067
299	0.04744693089
300	0.04737149813
301	0.04735806362
302	0.04732975365
303	0.0472948397
304	0.04724395682
305	0.04718944955
306	0.04717475853
307	0.04708180538
308	0.04705975002
309	0.0470223634
310	0.04692359099
311	0.04687780957
312	0.04683551447
313	0.04675614086
314	0.0467176057
315	0.04670129559
316	0.04663773622
317	0.04661431796
318	0.04652938652
319	0.04645884353
320	0.04642744014
321	0.04637403993
322	0.04635763497
323	0.04628346575
324	0.04620596101
325	0.04614089897
326	0.04607329981
327	0.0459991523
328	0.04597076489
329	0.0459423722
330	0.04590287251
331	0.04585442035
332	0.04579925592
333	0.04573370003
334	0.04571980115
335	0.04569356768
336	0.04562181722
337	0.04558528533
338	0.04556278602
339	0.0454668315
340	0.04541553687
341	0.04533200643
342	0.0452770647
343	0.04522427969
344	0.04517915494
345	0.0451256878
346	0.04505630486
347	0.04495605067
348	0.04491094095
349	0.0448632991
350	0.04481969306
351	0.04474108124
352	0.04471461494
353	0.04465869946
354	0.04463765284
355	0.04461428221
356	0.04454499979
357	0.04444667245
358	0.04439788576
359	0.04436070014
360	0.04430436427
361	0.04424855867
362	0.04418470452
363	0.04412739257
364	0.0441010444
365	0.04406186586
366	0.04402011592
367	0.04396594452
368	0.04394267595
369	0.04388651203
370	0.04380288984
371	0.04374220659
372	0.0436912379
373	0.04364909869
374	0.0435248045
375	0.04350420834
376	0.04346861499
377	0.04343432421
378	0.04339365907
379	0.04336947741
380	0.04332405438
381	0.04330570407
382	0.04326251183
383	0.04322097716
384	0.04318827465
385	0.04316643297
386	0.04307014741
387	0.04303818913
388	0.04301636486
389	0.04298158518
390	0.04295815347
391	0.04291732814
392	0.0428475714
393	0.04275180559
394	0.04272014688
395	0.04266443125
396	0.04260955946
397	0.04253450031
398	0.04250737582
399	0.04248430866
400	0.04246076399
401	0.04239557063
402	0.04236675701
403	0.04232833901
404	0.04228298695
405	0.04222964829
406	0.04219649571
407	0.04214682952
408	0.04204898737
409	0.04199900882
410	0.04196646304
411	0.04193797479
412	0.04187378644
413	0.0418044057
414	0.04175151233
415	0.04171873648
416	0.0416504048
417	0.0416327802
418	0.04159988325
419	0.04156401086
420	0.04150164157
421	0.04144613548
422	0.04140548786
423	0.04131676086
424	0.04126743088
425	0.04120808093
426	0.04113296882
427	0.04104358515
428	0.04096140992
429	0.0409365754
430	0.04088581294
431	0.04079657148
432	0.04071725276
433	0.0406904687
434	0.04066679829
435	0.04060774081
436	0.04052793933
437	0.04047396127
438	0.04044718734
439	0.04042376694
440	0.04034567261
441	0.04030747634
442	0.04025602339
443	0.04015364153
444	0.04011349805
445	0.04006920035
446	0.040030765
447	0.03999264343
448	0.03998062952
449	0.03996860003
450	0.03993895387
451	0.03990363962
452	0.03987571384
453	0.03984711718
454	0.03981779056
455	0.03975567199
456	0.03972927192
457	0.03970236625
458	0.03968355953
459	0.03957867336
460	0.03952336143
461	0.03949717704
462	0.03945337434
463	0.03939908976
464	0.03930329332
465	0.03927438971
466	0.03923904975
467	0.03919209525
468	0.03913778312
469	0.03908821898
470	0.03904185907
471	0.03901682637
472	0.03899183301
473	0.03889304347
474	0.03884772887
475	0.03880418472
476	0.0387421396
477	0.03870978889
478	0.03867324228
479	0.03865568407
480	0.03861761939
481	0.03855227898
482	0.03844574216
483	0.03841652292
484	0.03837076801
485	0.03834037444
486	0.03832211378
487	0.03830634734
488	0.03826931985
489	0.03824538667
490	0.03818829932
491	0.03811292515
492	0.03806430384
493	0.03802535799
494	0.03792538297
495	0.03787492105
496	0.03784114287
497	0.03780198771
498	0.03776084299
499	0.03773471056
500	0.03768473218
501	0.03763818622
502	0.03757646959
503	0.03754118098
504	0.03752139788
505	0.03749864245
506	0.03742178575
507	0.03738730387
508	0.03735229398
509	0.03733833581
510	0.03728197232
511	0.03726225176
512	0.03722293738
513	0.03717346571
514	0.03714220542
515	0.03712488072
516	0.03711344615
517	0.03704489185
518	0.03700649737
519	0.03698307714
520	0.03692632925
521	0.03690757251
522	0.0368742642
523	0.03683023859
524	0.03678757088
525	0.03673301922
526	0.0366813224
527	0.03661827234
528	0.03656962843
529	0.03645642653
530	0.0364363511
531	0.03641207095
532	0.03637043556
533	0.03632248022
534	0.0362586713
535	0.03624207059
536	0.03617849773
537	0.03614799061
538	0.03611958933
539	0.03608238449
540	0.03605013122
541	0.03600317603
542	0.03594330827
543	0.03591432557
544	0.03583737818
545	0.0358109669
546	0.03579016299
547	0.03575247499
548	0.03570132763
549	0.03559661038
550	0.03556323445
551	0.03551928271
552	0.0354906072
553	0.03544147199
554	0.03541419879
555	0.03538409967
556	0.03536261705
557	0.0353386393
558	0.03531092304
559	0.03527595177
560	0.03523233463
561	0.03516192715
562	0.0351349254
563	0.03508179898
564	0.03503821954
565	0.03498522707
566	0.03493569277
567	0.03490994458
568	0.03482284613
569	0.03477245046
570	0.03474216945
571	0.03468749326
572	0.0346648766
573	0.0345847162
574	0.0345600841
575	0.03451501843
576	0.03445722459
577	0.03442279715
578	0.0343644915
579	0.0343380093
580	0.0342590645
581	0.03420819249
582	0.03418366516
583	0.03415888396
584	0.03413352647
585	0.0341192563
586	0.03409596474
587	0.03406249687
588	0.03397182323
589	0.03391406406
590	0.03384427154
591	0.03379412169
592	0.03375050883
593	0.03372990821
594	0.03368156664
595	0.03363563716
596	0.03357399545
597	0.03351604385
598	0.03349104241
599	0.03341992463
600	0.03336085317
601	0.03331729221
602	0.03328940514
603	0.03321472856
604	0.03317873426
605	0.0331469417
606	0.03311652108
607	0.03304408463
608	0.03293827208
609	0.03283833479
610	0.03280968503
611	0.03276701924
612	0.03274460381
613	0.03267607277
614	0.03265020713
615	0.03262658479
616	0.03256335052
617	0.03254019534
618	0.03243291266
619	0.03240411116
620	0.03237061077
621	0.03235448614
622	0.03233576232
623	0.03231053927
624	0.03227998159
625	0.03223571681
626	0.03215214826
627	0.03208222844
628	0.03204803293
629	0.03202298692
630	0.03198017283
631	0.0319191782
632	0.03188581222
633	0.03185258085
634	0.03181547036
635	0.0317753805
636	0.03170532201
637	0.03164794436
638	0.03159437096
639	0.03156652851
640	0.03152347734
641	0.03148442028
642	0.03143929252
643	0.03142410275
644	0.03138501872
645	0.03134045645
646	0.03129478104
647	0.03121982474
648	0.03119311541
649	0.03115459651
650	0.03111395423
651	0.03109970302
652	0.03109250286
653	0.03106309568
654	0.03102244967
655	0.0309829709
656	0.03096080223
657	0.03089724928
658	0.03084816519
659	0.03080236469
660	0.03077077341
661	0.0306989355
662	0.03064012301
663	0.03061584331
664	0.0305226421
665	0.03048745139
666	0.03041703793
667	0.03040377405
668	0.03037672804
669	0.03035353148
670	0.03033717142
671	0.03029116242
672	0.03026131576
673	0.03023313353
674	0.0302038252
675	0.03017085632
676	0.03010926859
677	0.03006719727
678	0.03002638927
679	0.03001214087
680	0.02996764295
681	0.02994475846
682	0.02991933698
683	0.02988861291
684	0.02981636893
685	0.02978013067
686	0.02976165774
687	0.02973808528
688	0.0297184292
689	0.02968842133
690	0.02965693545
691	0.02959226553
692	0.02957347783
693	0.02950138634
694	0.02947800587
695	0.02945399715
696	0.02939437787
697	0.02935047848
698	0.02932225891
699	0.02927239401
700	0.02925252336
701	0.02920423877
702	0.02918772223
703	0.0291708486
704	0.02915584403
705	0.02913385316
706	0.02908448641
707	0.0290611682
708	0.0290403197
709	0.02901776103
710	0.02899755462
711	0.02893089226
712	0.02886766492
713	0.02881833893
714	0.02877139654
715	0.02873950516
716	0.0286824206
717	0.02862311081
718	0.02859300091
719	0.02857770206
720	0.02855686847
721	0.02851749193
722	0.02851216825
723	0.02848702667
724	0.02843435229
725	0.02839608532
726	0.02834439173
727	0.02832947114
728	0.02831430488
729	0.02825500995
730	0.02823850096
731	0.02820287989
732	0.02816414908
733	0.02814883336
734	0.0281242112
735	0.02807458268
736	0.02803977928
737	0.02798571106
738	0.02796772715
739	0.02794807554
740	0.02791859746
741	0.02787522818
742	0.02785517556
743	0.02781903022
744	0.02778794809
745	0.02778296945
746	0.02774436359
747	0.02772590509
748	0.02771227138
749	0.02768926731
750	0.02767096256
751	0.02764833699
752	0.02762842278
753	0.02758699606
754	0.02754247221
755	0.02747396048
756	0.02740624278
757	0.02737222378
758	0.02736059027
759	0.02734396965
760	0.02729463893
761	0.02726208437
762	0.02723115792
763	0.02720299764
764	0.02717306035
765	0.02714155008
766	0.02711662877
767	0.02706861659
768	0.02705223246
769	0.02699535669
770	0.02697149149
771	0.02693180214
772	0.0269141414
773	0.02689568461
774	0.02687328243
775	0.02683712111
776	0.02681500905
777	0.02673868319
778	0.02672609917
779	0.02670923499
780	0.02667801796
781	0.02665545556
782	0.02663294741
783	0.0265682704
784	0.02654336805
785	0.02653167943
786	0.0265160299
787	0.02649478671
788	0.02646809302
789	0.02644909962
790	0.02641136246
791	0.02636959244
792	0.02632215592
793	0.02629956218
794	0.02627945508
795	0.02627474866
796	0.02626587073
797	0.02623168809
798	0.02622001824
799	0.02620540783
800	0.02617015056
801	0.02613918095
802	0.02608316709
803	0.02605099045
804	0.02602648297
805	0.02601212392
806	0.02599604961
807	0.02594763876
808	0.02593147838
809	0.02591949997
810	0.02588215833
811	0.02582233476
812	0.02579573343
813	0.02574200985
814	0.02566923377
815	0.02565442298
816	0.02563877587
817	0.02561504016
818	0.02556157563
819	0.02550997137
820	0.02549119967
821	0.02546315033
822	0.02542903389
823	0.02542413708
824	0.02539304075
825	0.02537820457
826	0.02534687894
827	0.02528849457
828	0.02527769062
829	0.02526102261
830	0.02522160076
831	0.02519503038
832	0.02516924081
833	0.02512419641
834	0.02507615462
835	0.02505896724
836	0.02501412402
837	0.02497696178
838	0.0249107568
839	0.02489452753
840	0.02485629703
841	0.0248286919
842	0.02480386899
843	0.02476602518
844	0.02475270992
845	0.02469782283
846	0.02464634483
847	0.02459756683
848	0.02456261597
849	0.02454679919
850	0.02451243259
851	0.02446437303
852	0.02445486313
853	0.02441144698
854	0.02437609677
855	0.02434675027
856	0.02431396549
857	0.02427890963
858	0.02423059008
859	0.02417823879
860	0.02415853545
861	0.02413405583
862	0.02410943002
863	0.02406570471
864	0.02403127289
865	0.02402641365
866	0.02400440822
867	0.02395698363
868	0.02391888979
869	0.02390225149
870	0.02387823888
871	0.02386118434
872	0.02383578305
873	0.02380235241
874	0.02379496872
875	0.02377076333
876	0.02375327286
877	0.02370325611
878	0.02368363476
879	0.02363553485
880	0.02357993585
881	0.0235625933
882	0.0235187876
883	0.02348717934
884	0.02344684839
885	0.02343681667
886	0.0234077725
887	0.02334918197
888	0.02327782401
889	0.02323247367
890	0.02321080964
891	0.023174225
892	0.02315265987
893	0.02313418916
894	0.0231228281
895	0.02311068218
896	0.0231001764
897	0.0230700066
898	0.02303448107
899	0.02299191443
900	0.02296948447
901	0.02293598249
902	0.022907444
903	0.02285491041
904	0.02279848226
905	0.02278953115
906	0.02277616388
907	0.02275673909
908	0.02272789701
909	0.02270766539
910	0.02268117943
911	0.02265529643
912	0.02263716997
913	0.02262756635
914	0.02259992143
915	0.02259354611
